Sample,Sample Type,Lat,Lng,Elevation(masl),Thickness(cm),Density(g/cm3),Shielding,10Be-conc(at/g),10Be-unc(at/g),10Be-std,Sample Year,Published Age (yr),Published Unc (yr),Reference,Height (cm),Regions
Tacoma,bedrock,37.56023,-107.77917,2285,2.5,2.7,0.917,330100,11600,KNSTD,2005,14200,1100,"Guido ZS, Ward DJ, Anderson RS, 2007. Pacing the post-last glacial maximum demise of the Animas Valley glacier and the San Juan Mountain ice cap, Colorado. Geology 35, 739-742.",0,Colorado Plateau
MC1,boulder,39.01441,-120.13896,2178,5,2.7,1,944000,22000,07KNSTD,2010,45900,4400,"Howle JF, Bawden GW, Schweickert RA, Finkel RC, Hunter LE, Rose RS, von Twistern B, 2012. Airborne LiDAR analysis and geochronology of faulted glacial moraines in the Tahoe-Sierra frontal zone reveal substantial seismic hazards in the Lake Tahoe region, California-Nevada, USA. Geological Society of America Bulletin 124, 1087-1101.",NA,Sierra Nevada
MC2,boulder,39.01477,-120.13846,2203,5,2.7,1,1420000,24000,07KNSTD,2010,69800,6700,"Howle JF, Bawden GW, Schweickert RA, Finkel RC, Hunter LE, Rose RS, von Twistern B, 2012. Airborne LiDAR analysis and geochronology of faulted glacial moraines in the Tahoe-Sierra frontal zone reveal substantial seismic hazards in the Lake Tahoe region, California-Nevada, USA. Geological Society of America Bulletin 124, 1087-1101.",NA,Sierra Nevada
MC3,boulder,39.01912,-120.1351,2147,5,2.7,1,428000,6000,07KNSTD,2010,20700,1900,"Howle JF, Bawden GW, Schweickert RA, Finkel RC, Hunter LE, Rose RS, von Twistern B, 2012. Airborne LiDAR analysis and geochronology of faulted glacial moraines in the Tahoe-Sierra frontal zone reveal substantial seismic hazards in the Lake Tahoe region, California-Nevada, USA. Geological Society of America Bulletin 124, 1087-1101.",NA,Sierra Nevada
MC4,boulder,39.02223,-120.1317,2115,5,2.7,1,407000,12000,07KNSTD,2010,20100,1900,"Howle JF, Bawden GW, Schweickert RA, Finkel RC, Hunter LE, Rose RS, von Twistern B, 2012. Airborne LiDAR analysis and geochronology of faulted glacial moraines in the Tahoe-Sierra frontal zone reveal substantial seismic hazards in the Lake Tahoe region, California-Nevada, USA. Geological Society of America Bulletin 124, 1087-1101.",NA,Sierra Nevada
DK1,boulder,37.44375,-118.687,3161,5.8,2.65,0.9796992,431620,11607,07KNSTD,2009,11676,1065,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK11,boulder,37.42458,-118.704,3565,2.5,2.65,0.9881076,1775300,50738,07KNSTD,2009,37175,3431,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK12,boulder,37.42456,-118.704,3566,3.3,2.65,0.8533169,4141900,1032600,07KNSTD,2009,102507,27767,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK13,boulder,37.42458,-118.704,3562,2.9,2.65,0.989753,2068300,1755900,07KNSTD,2009,43521,37547,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK14,boulder,37.42433,-118.703,3570,4,2.65,0.9756444,1757100,431890,07KNSTD,2009,37619,9900,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK15,boulder,37.42425,-118.703,3574,3.2,2.65,0.9898612,848170,460990,07KNSTD,2009,17658,9762,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK16,boulder,37.42992,-118.711,3467,10,2.65,0.9935811,486610,119970,07KNSTD,2009,11291,2960,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK17,boulder,37.42964,-118.711,3473,6.3,2.65,0.9942635,553480,186690,07KNSTD,2009,12420,4339,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK18,boulder,37.42953,-118.711,3474,4,2.65,0.9737076,559410,21813,07KNSTD,2009,12571,1201,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK19,boulder,37.42972,-118.711,3471,5.2,2.65,0.8491019,618490,16082,07KNSTD,2009,16108,1466,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK2,boulder,37.44375,-118.687,3161,7.6,2.65,0.9223565,451710,16995,07KNSTD,2009,13164,1250,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK20,boulder,37.42983,-118.711,3469,4.5,2.65,0.989577,2594100,1859000,07KNSTD,2009,58428,42800,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK3,boulder,37.44375,-118.687,3161,14,2.65,0.9274498,544000,19424,07KNSTD,2009,16606,1566,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK4,boulder,37.44364,-118.687,3162,7,2.65,0.9543398,535760,13046,07KNSTD,2009,15022,1360,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK5,boulder,37.44361,-118.687,3162,5.4,2.65,0.9922965,577010,15760,07KNSTD,2009,15369,1405,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK6,boulder,37.45417,-118.685,3109,9.2,2.65,0.9987023,658860,16398,07KNSTD,2009,18554,1684,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK7,boulder,37.45414,-118.685,3108,7.1,2.65,0.9853036,323220,12143,07KNSTD,2009,9054,859,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK8,boulder,37.45428,-118.685,3113,6,2.65,0.9884358,601160,16162,07KNSTD,2009,16621,1518,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DK9,boulder,37.4545,-118.686,3111,5,2.65,0.9989092,622200,17452,07KNSTD,2009,16908,1550,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
DKl0,boulder,37.45489,-118.685,3113,10.1,2.65,0.9902027,801330,21658,07KNSTD,2009,22892,2094,"Kohut DL, 2011. Glacial chronology of a high altitude moraine series, Tamarack Bench/Francis Canyon, Sierra Nevada, California. Ms thesis, University of California, Riverside.",NA,Sierra Nevada
BCLR-1,boulder,40.56338,-111.79162,1741,4,2.65,0.987,242000,9070,07KNSTD,2014,16900,600,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",135,Uinta and Wasatch
BCLR-2,boulder,40.56338,-111.79162,1741,4,2.65,0.9889,258000,7620,07KNSTD,2014,17900,600,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",250,Uinta and Wasatch
BCR-1,boulder,40.56673,-111.78936,1803,4,2.65,0.9861,312000,12200,07KNSTD,2014,20600,800,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",280,Uinta and Wasatch
BCR-2,boulder,40.56674,-111.78958,1804,4,2.65,0.9859,381000,13100,07KNSTD,2014,24700,900,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",60,Uinta and Wasatch
BCR-4,boulder,40.56687,-111.79041,1800,4,2.65,0.9919,356000,10300,07KNSTD,2014,23100,800,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",90,Uinta and Wasatch
DC-02,boulder,39.8062,-113.9146,2661,6,2.65,0.982,322000,12900,07KNSTD,2014,12400,700,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",100,Great Basin
DC-03,boulder,39.8064,-113.915,2666,3,2.65,0.978,552000,20200,07KNSTD,2014,20200,1000,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",150,Great Basin
DC-04,boulder,39.8079,-113.9152,2668,5,2.65,0.977,888000,145000,07KNSTD,2014,31700,5400,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",100,Great Basin
DC-05,boulder,39.8081,-113.916,2678,4.5,2.65,0.979,530000,19300,07KNSTD,2014,19500,1000,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",110,Great Basin
DC-06,boulder,39.8079,-113.9159,2675,6,2.65,0.979,533000,20000,07KNSTD,2014,19900,1000,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",90,Great Basin
DL-1,boulder,38.9355,-114.2724,2912,2.5,2.65,0.997,547000,23400,07KNSTD,2014,17400,1000,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",100,Great Basin
DL-2,boulder,38.9361,-114.2724,2911,3,2.65,0.997,630000,21700,07KNSTD,2014,19900,1000,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",150,Great Basin
DL-4,boulder,38.9364,-114.2731,2912,4.5,2.65,0.995,519000,21800,07KNSTD,2014,16900,900,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",300,Great Basin
DL-6,boulder,38.9367,-114.2734,2908,2.5,2.65,0.995,437000,17500,07KNSTD,2014,14100,800,"Laabs BJC, Munroe JS, 2016. Late Pleistocene mountain glaciation in the Lake Bonneville Basin. Development in Earth Surface Processes 20, 462-503.",280,Great Basin
02-UT-LCC-01,boulder,40.5823,-111.7973,1584,3,2.65,0.99809,254000,8140,KNSTD,2002,16200,1600,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",150,Uinta and Wasatch
02-UT-LCC-02,boulder,40.5815,-111.7938,1612,1.8,2.65,0.9972,247000,6670,KNSTD,2002,15200,1400,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",150,Uinta and Wasatch
02-UT-LCC-04,boulder,40.5828,-111.7937,1601,2,2.65,0.99727,249000,6210,KNSTD,2002,15500,1500,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",160,Uinta and Wasatch
02-UT-LCC-05,boulder,40.5828,-111.7934,1605,3,2.65,0.99741,262000,6550,KNSTD,2002,16400,1600,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",210,Uinta and Wasatch
02-UT-LCC-06,boulder,40.5817,-111.7948,1605,2,2.65,0.99789,244000,6110,KNSTD,2002,15100,1400,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",80,Uinta and Wasatch
02-UT-LCC-07,boulder,40.5823,-111.7931,1605,2,2.65,0.9971,244000,6340,KNSTD,2002,15100,1400,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",110,Uinta and Wasatch
02-UT-LCC-08,boulder,40.5808,-111.7935,1611,2,2.65,0.99728,271000,7040,KNSTD,2002,16800,1600,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",150,Uinta and Wasatch
AF-1,boulder,40.52,-111.61967,2296,6,2.65,0.986,395000,14400,KNSTD,2002,15400,1500,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",70,Uinta and Wasatch
AF-10,boulder,40.51852,-111.62225,2311,4.5,2.65,0.9898,401000,17400,KNSTD,2002,15200,1500,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",90,Uinta and Wasatch
AF-11,boulder,40.51852,-111.62225,2311,4,2.65,0.9898,393000,7970,KNSTD,2002,14900,1300,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",85,Uinta and Wasatch
AF-2,boulder,40.51835,-111.62082,2312,3,2.65,0.9944,391000,16900,KNSTD,2002,14600,1400,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",50,Uinta and Wasatch
AF-3,boulder,40.51767,-111.62082,2313,4,2.65,0.9948,475000,19000,KNSTD,2002,17800,1700,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",85,Uinta and Wasatch
AF-4,boulder,40.51792,-111.62115,2312,2.5,2.65,0.9932,453000,12300,KNSTD,2002,16900,1500,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",45,Uinta and Wasatch
AF-6,boulder,40.51932,-111.6206,2318,4,2.65,0.9921,390000,30400,KNSTD,2002,14700,1700,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",100,Uinta and Wasatch
AF-7,boulder,40.51595,-111.62338,2285,4,2.65,0.9923,338000,15200,KNSTD,2002,12900,1300,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",160,Uinta and Wasatch
AF-8,boulder,40.51678,-111.62357,2295,4.5,2.65,0.9947,473000,17800,KNSTD,2002,18100,1700,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",120,Uinta and Wasatch
AF-9,boulder,40.51583,-111.62357,2283,4,2.65,0.9944,392000,11300,KNSTD,2002,15000,1400,"Laabs BJC, Marchetti DW, Munroe JS, Refsnider KA, Gosse JC, Lips EW, Becker RA, Mickelson DM, Singer BS, 2011. Chronology of latest Pleistocene mountain glaciation in the western Wasatch Mountains, Utah, U.S.A. Quaternary Research 76, 272-284.",110,Uinta and Wasatch
BF-12,boulder,40.9259,-110.0722,2779,10,2.65,0.996,703000,29500,KNSTD,2007,20500,900,"Laabs BJC, Refsnider KA, Munroe JS, Mickelson DM, Applegate PJ, Singer BS, Caffee MW, 2009. Latest Pleistocene glacial chronology of the Uinta Mountains: support for moisture-driven asynchrony of the last deglaciation. Quaternary Science Reviews 28, 1171-1187.",85,Uinta and Wasatch
